Year,exporter_key,exporter_name,exporter_address,exporter_city,exporter_state,exporter_country,exporterLAT,exporterLONG,hazWasteDesc2,un,totalQuantityinShipment,units_final,phase,ExpectedManagementMethod,ReceivingFacilityEPAIDNumber,importer_name,importer_address,importer_city,importer_state,receivingfacilityzipcode,latitude,longitude
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Corrosive liquid, acidic, inorganic, n.o.s.",UN3264,4013,liters,liquid,N/A,ILD000666206,EQ ILLINOIS - ENVIRITE OF IL,16435 CENTER AVE,HARVEY,IL,60426,41.5904427,-87.6432953
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Corrosive liquid, acidic, inorganic, n.o.s.",UN3264,416,liters,liquid,N/A,ILD000666206,EQ ILLINOIS - ENVIRITE OF IL,16435 CENTER AVE,HARVEY,IL,60426,41.5904427,-87.6432953
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,20318,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19865,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19647,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19971,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19748,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,20401,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19544,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,20434,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,18360,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19440,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19100,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19100,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19130,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,20197,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,22000,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,19180,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,20000,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,20152,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E4A43435,NEWALTA CORPORATION,1131 SNOW VALLEY ROAD,BARRIE,ONTARIO,CANADA,44.43435,-79.73776,"Flammable liquids, toxic, n.o.s.",UN1992,18500,liters,liquid,Incineration,OHD980613541,HERITAGE-WTI INC,1250 ST GEORGE ST,EAST LIVERPOOL,OH,43920,40.6315774,-80.5479363
2012,E3A25933,ARCELORMITTEL,1330 BURLINGTON ST E,HAMILTON,ONTARIO,CANADA,43.25933,-79.81104,"Toxic liquid, inorganic, n.o.s.",UN3287,14229,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A25933,ARCELORMITTEL,1330 BURLINGTON ST E,HAMILTON,ONTARIO,CANADA,43.25933,-79.81104,"Toxic liquid, inorganic, n.o.s.",UN3287,11757,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A25933,ARCELORMITTEL,1330 BURLINGTON ST E,HAMILTON,ONTARIO,CANADA,43.25933,-79.81104,"Toxic liquid, inorganic, n.o.s.",UN3287,12163,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A25933,ARCELORMITTEL,1330 BURLINGTON ST E,HAMILTON,ONTARIO,CANADA,43.25933,-79.81104,"Toxic liquid, inorganic, n.o.s.",UN3287,14453,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A25933,ARCELORMITTEL,1330 BURLINGTON ST E,HAMILTON,ONTARIO,CANADA,43.25933,-79.81104,"Toxic liquid, inorganic, n.o.s.",UN3287,11776,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A25933,ARCELORMITTEL,1330 BURLINGTON ST E,HAMILTON,ONTARIO,CANADA,43.25933,-79.81104,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,6201,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A25933,ARCELORMITTEL,1330 BURLINGTON ST E,HAMILTON,ONTARIO,CANADA,43.25933,-79.81104,"Corrosive liquid, acidic, inorganic, n.o.s.",UN3264,16228,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16391,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16319,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16470,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,15925,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16686,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16501,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16970,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16644,liters,liquid,N/A,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,16777,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A41280,KUNTZ ELECTROPLATING INC,851 WILSON AVE,KITCHENER,ONTARIO,CANADA,43.4128,-80.44358,Chromic acid solution,UN1755,15846,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,15834,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,10327,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,16027,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,12284,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,13548,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Corrosive liquid, acidic, inorganic, n.o.s.",UN3264,16834,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,15513,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,17436,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Corrosive liquid, acidic, inorganic, n.o.s.",UN3264,9293,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,18310,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,17360,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Corrosive liquid, acidic, inorganic, n.o.s.",UN3264,11879,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,16576,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,12038,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,17977,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,Chromic acid solution,UN1755,15664,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,17735,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,12499,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,8320,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Corrosive liquid, acidic, inorganic, n.o.s.",UN3264,15180,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,16531,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A77161,NETWORK MATERIALS AND RESOURCES INC,31 GOLDEN GATE CRT,SCARBOROUGH,ONTARIO,CANADA,43.7716068,-79.2627553,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,17511,liters,liquid,N/A,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A40443,QUANTEX TECHNOLOGIES,260 SHOEMAKER ST,KITCHENER,ONTARIO,CANADA,43.40443,-80.46731,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,9585,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A40443,QUANTEX TECHNOLOGIES,260 SHOEMAKER ST,KITCHENER,ONTARIO,CANADA,43.40443,-80.46731,"Environmentally hazardous substances, liquid, n.o.s.",UN3082,17356,liters,liquid,Metals recovery,PAD087561015,INMETCO,1 INMETCO DR,ELLWOOD CITY,PA,16117,40.857673,-80.273355
2012,E3A57789,FIELDING CHEMICAL,3549 MAVIS ROAD,MISSISSAUGA,ONTARIO,CANADA,43.5778899,-79.6478,"Flammable liquids, n.o.s.",UN1993,18416,liters,liquid,Energy recovery,PAD002389559,KEYSTONE CEMENT,RTE 329,BATH,PA,18014,40.72646,-75.393998
2012,E3A57789,FIELDING CHEMICAL,3549 MAVIS ROAD,MISSISSAUGA,ONTARIO,CANADA,43.5778899,-79.6478,"Flammable liquids, n.o.s.",UN1993,19533,liters,liquid,Energy recovery,PAD002389559,KEYSTONE CEMENT,RTE 329,BATH,PA,18014,40.72646,-75.393998
2012,E3A57789,FIELDING CHEMICAL,3549 MAVIS ROAD,MISSISSAUGA,ONTARIO,CANADA,43.5778899,-79.6478,"Flammable liquids, n.o.s.",UN1993,18666,liters,liquid,Energy recovery,PAD002389559,KEYSTONE CEMENT,RTE 329,BATH,PA,18014,40.72646,-75.393998
2012,E3A57789,FIELDING CHEMICAL,3549 MAVIS ROAD,MISSISSAUGA,ONTARIO,CANADA,43.5778899,-79.6478,"Flammable liquids, n.o.s.",UN1993,18613,liters,liquid,Energy recovery,PAD002389559,KEYSTONE CEMENT,RTE 329,BATH,PA,18014,40.72646,-75.393998
2012,E3A70348,SAFETY-KLEEN,25 REGAN ROAD,BRAMPTON,ONTARIO,CANADA,43.70348,-79.80206,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,19605,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A70348,SAFETY-KLEEN,25 REGAN ROAD,BRAMPTON,ONTARIO,CANADA,43.70348,-79.80206,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,20771,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A70348,SAFETY-KLEEN,25 REGAN ROAD,BRAMPTON,ONTARIO,CANADA,43.70348,-79.80206,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,11462,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A70348,SAFETY-KLEEN,25 REGAN ROAD,BRAMPTON,ONTARIO,CANADA,43.70348,-79.80206,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,13779,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A70348,SAFETY-KLEEN,25 REGAN ROAD,BRAMPTON,ONTARIO,CANADA,43.70348,-79.80206,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,16470,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A70348,SAFETY-KLEEN,25 REGAN ROAD,BRAMPTON,ONTARIO,CANADA,43.70348,-79.80206,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,18000,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A70348,SAFETY-KLEEN,25 REGAN ROAD,BRAMPTON,ONTARIO,CANADA,43.70348,-79.80206,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,4300,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A70348,SAFETY-KLEEN,1040 REGAN ST,BRAMPTON,ONTARIO,CANADA,43.70348,-79.802091,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,11356,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A19203,SAFETY-KLEEN,"1574 WILSON ST WEST UNIT 1, 2, AND 3",ANCASTER,ONTARIO,CANADA,43.192025,-80.038672,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,23519,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A19203,SAFETY-KLEEN,"1574 WILSON ST WEST UNIT 1, 2, AND 3",ANCASTER,ONTARIO,CANADA,43.192025,-80.038672,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,17360,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A19203,SAFETY-KLEEN,"1574 WILSON ST WEST UNIT 1, 2, AND 3",ANCASTER,ONTARIO,CANADA,43.192025,-80.038672,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,22270,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A19203,SAFETY-KLEEN,"1574 WILSON ST WEST UNIT 1, 2, AND 3",ANCASTER,ONTARIO,CANADA,43.192025,-80.038672,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,25741,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E3A19203,SAFETY-KLEEN,"1574 WILSON ST WEST UNIT 1, 2, AND 3",ANCASTER,ONTARIO,CANADA,43.192025,-80.038672,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,23947,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E5A43183,SAFETY-KLEEN,2730 BOUL. INDUSTRIEL,CHAMBLY,QUEBEC,CANADA,45.4318331,-73.2754738,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,23080,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
2012,E5A43183,SAFETY-KLEEN,2730 BOUL. INDUSTRIEL,CHAMBLY,QUEBEC,CANADA,45.4318331,-73.2754738,"Petroleum distillates, n.o.s. or  Petroleum products, n.o.s.",UN1268,24605,liters,liquid,Solvents recovery,NJD002182897,SAFETY-KLEEN,1200 SYLVAN STREET,LINDEN,NJ,7036,40.613678,-74.252037
